vacancy,relevant_count,latency_seconds,precision@1,precision@3,precision@5,precision@8,precision@10,recall@1,recall@3,recall@5,recall@8,recall@10,f1@1,f1@3,f1@5,f1@8,f1@10,map,mrr,ndcg@1,ndcg@3,ndcg@5,ndcg@8,ndcg@10
QA_engineer_1,5,1.9630348682403564,1.0,1.0,1.0,0.625,0.5,0.2,0.6,1.0,1.0,1.0,0.33333333333333337,0.7499999999999999,1.0,0.7692307692307693,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Frontend_1,5,0.5891880989074707,1.0,1.0,1.0,0.625,0.5,0.2,0.6,1.0,1.0,1.0,0.33333333333333337,0.7499999999999999,1.0,0.7692307692307693,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AI_engineer_1,5,0.5751028060913086,1.0,1.0,0.8,0.625,0.5,0.2,0.6,0.8,1.0,1.0,0.33333333333333337,0.7499999999999999,0.8000000000000002,0.7692307692307693,0.6666666666666666,0.885,1.0,1.0,1.0,0.8539316501572937,0.9609247825245575,0.9609247825245575
Data_engineer_1,5,0.5740320682525635,1.0,1.0,1.0,0.625,0.5,0.2,0.6,1.0,1.0,1.0,0.33333333333333337,0.7499999999999999,1.0,0.7692307692307693,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Backend_1,5,0.4765031337738037,1.0,1.0,1.0,0.625,0.5,0.2,0.6,1.0,1.0,1.0,0.33333333333333337,0.7499999999999999,1.0,0.7692307692307693,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0
